"Product Name",Category,"Parts No","Rack No","Column No","Row No","Available unit","Unit type","Brand Name"
"Product 1025","Sewing & printing",P1025,R9,C4,RW4,19.00,pkt,
"Product 770","Loom F SN-6 m",P0770,R10,C2,RW2,83.00,Coel,
"Product 1026","Loom F SN-4",P1026,R9,C3,RW4,55.00,pcs,
"Product 771","Ball & Bearing",P0771,R5,C4,RW1,49.00,KG,
"Product 1027","Loom F SN-6 m",P1027,R7,C5,RW5,16.00,Coel,
"Product 772","Ball & Bearing",P0772,R1,C5,RW5,54.00,pkt,
"Product 1028","Loom F SN-6 m",P1028,R3,C1,RW2,72.00,Coel,
"Product 773",Stationery,P0773,R6,C2,RW2,30.00,KG,
"Product 1029","Loom F SN-4",P1029,R5,C2,RW3,81.00,Feet,
"Product 774","Loom F SN-4",P0774,R4,C4,RW3,100.00,KG,
"Product 1030","Loom F SN-4",P1030,R1,C1,RW3,30.00,KG,
"Product 775","Loom F SN-6 m",P0775,R1,C2,RW5,62.00,pcs,
"Product 1031","Loom F SN-4",P1031,R6,C3,RW1,97.00,Coel,
"Product 776","Loom F SN-4",P0776,R3,C5,RW5,66.00,Feet,
"Product 1032","Loom F SN-6 m",P1032,R1,C2,RW1,14.00,pcs,
"Product 777","Ball & Bearing",P0777,R8,C1,RW4,94.00,Feet,
"Product 1033",Stationery,P1033,R6,C5,RW1,56.00,pkt,
"Product 778","Loom F SN-4",P0778,R1,C3,RW5,79.00,Feet,
"Product 1034","Loom F SN-6 m",P1034,R1,C4,RW3,95.00,Feet,
"Product 779","Sewing & printing",P0779,R1,C4,RW1,15.00,Feet,
"Product 1035","Sewing & printing",P1035,R2,C3,RW1,82.00,KG,
"Product 780","Ball & Bearing",P0780,R9,C5,RW1,48.00,pkt,
"Product 1036","Ball & Bearing",P1036,R8,C3,RW3,81.00,KG,
"Product 781",Stationery,P0781,R10,C5,RW5,27.00,pkt,
"Product 1037","Ball & Bearing",P1037,R7,C1,RW1,44.00,KG,
"Product 782","Sewing & printing",P0782,R1,C5,RW2,77.00,pkt,
"Product 1038","Loom F SN-4",P1038,R9,C1,RW2,64.00,Feet,
"Product 783","Ball & Bearing",P0783,R9,C4,RW3,82.00,Coel,
"Product 1039","Sewing & printing",P1039,R4,C4,RW1,71.00,pkt,
"Product 784",Stationery,P0784,R3,C3,RW3,85.00,Feet,
"Product 1040","Ball & Bearing",P1040,R10,C3,RW4,72.00,KG,
"Product 785","Ball & Bearing",P0785,R7,C4,RW3,74.00,Coel,
"Product 1041",Stationery,P1041,R8,C1,RW5,14.00,KG,
"Product 786","Loom F SN-4",P0786,R10,C1,RW2,33.00,KG,
"Product 1042","Sewing & printing",P1042,R9,C2,RW3,51.00,Feet,
"Product 787","Sewing & printing",P0787,R9,C1,RW5,87.00,Feet,
"Product 1043","Sewing & printing",P1043,R1,C3,RW1,35.00,pkt,
"Product 788","Ball & Bearing",P0788,R2,C3,RW4,65.00,Coel,
"Product 1044","Loom F SN-4",P1044,R6,C5,RW5,57.00,pcs,
"Product 789",Stationery,P0789,R5,C2,RW4,52.00,KG,
"Product 1045","Ball & Bearing",P1045,R2,C1,RW4,40.00,KG,
"Product 790","Ball & Bearing",P0790,R4,C1,RW5,81.00,Coel,
"Product 1046","Loom F SN-6 m",P1046,R4,C1,RW2,81.00,KG,
"Product 791","Ball & Bearing",P0791,R3,C1,RW4,27.00,pcs,
"Product 1047","Sewing & printing",P1047,R9,C1,RW2,38.00,KG,
"Product 792","Sewing & printing",P0792,R5,C2,RW2,52.00,KG,
"Product 1048","Loom F SN-6 m",P1048,R6,C5,RW1,54.00,pcs,
"Product 793",Stationery,P0793,R9,C4,RW2,70.00,pkt,
"Product 1049","Loom F SN-6 m",P1049,R9,C2,RW5,50.00,Feet,
"Product 794","Sewing & printing",P0794,R6,C3,RW5,50.00,Feet,
"Product 1050","Ball & Bearing",P1050,R4,C2,RW3,97.00,pcs,
"Product 795","Loom F SN-6 m",P0795,R7,C2,RW1,99.00,pkt,
"Product 1051","Sewing & printing",P1051,R6,C2,RW2,79.00,pcs,
"Product 796","Loom F SN-6 m",P0796,R7,C1,RW3,21.00,pkt,
"Product 1052",Stationery,P1052,R4,C4,RW4,87.00,pkt,
"Product 797","Loom F SN-4",P0797,R5,C4,RW4,35.00,Feet,
"Product 1053","Sewing & printing",P1053,R10,C2,RW2,52.00,Coel,
"Product 798",Stationery,P0798,R10,C1,RW2,85.00,KG,
"Product 1054",Stationery,P1054,R3,C4,RW2,94.00,Feet,
"Product 799","Loom F SN-4",P0799,R2,C3,RW3,46.00,KG,
"Product 1055",Stationery,P1055,R3,C1,RW1,28.00,Coel,
"Product 800","Sewing & printing",P0800,R1,C3,RW1,81.00,Feet,
"Product 1056","Ball & Bearing",P1056,R7,C5,RW2,73.00,KG,
"Product 801","Loom F SN-6 m",P0801,R1,C4,RW2,48.00,pcs,
"Product 1057",Stationery,P1057,R2,C2,RW2,15.00,Coel,
"Product 802","Ball & Bearing",P0802,R7,C1,RW4,93.00,pcs,
"Product 1058","Loom F SN-4",P1058,R5,C5,RW4,40.00,KG,
"Product 803","Ball & Bearing",P0803,R3,C3,RW4,95.00,Coel,
"Product 1059","Sewing & printing",P1059,R1,C5,RW3,82.00,KG,
"Product 804","Sewing & printing",P0804,R8,C4,RW3,31.00,pkt,
"Product 1060","Ball & Bearing",P1060,R6,C1,RW2,90.00,Feet,
"Product 805",Stationery,P0805,R3,C1,RW3,98.00,pcs,
"Product 1061","Sewing & printing",P1061,R2,C4,RW3,77.00,pkt,
"Product 806",Stationery,P0806,R2,C1,RW5,14.00,KG,
"Product 1062","Loom F SN-4",P1062,R8,C2,RW2,33.00,Coel,
"Product 807","Ball & Bearing",P0807,R4,C4,RW2,57.00,KG,
"Product 1063","Loom F SN-4",P1063,R5,C2,RW3,43.00,pkt,
"Product 808","Loom F SN-6 m",P0808,R8,C3,RW5,56.00,pkt,
"Product 1064","Loom F SN-6 m",P1064,R9,C2,RW1,55.00,Feet,
"Product 809","Loom F SN-6 m",P0809,R9,C1,RW3,12.00,pcs,
"Product 1065","Sewing & printing",P1065,R3,C3,RW3,83.00,Feet,
"Product 810","Ball & Bearing",P0810,R4,C4,RW2,25.00,pcs,
"Product 1066","Loom F SN-4",P1066,R2,C1,RW2,71.00,KG,
"Product 555","Ball & Bearing",P0555,R4,C1,RW4,97.00,Coel,
"Product 811","Ball & Bearing",P0811,R10,C1,RW2,58.00,pkt,
"Product 1067",Stationery,P1067,R8,C1,RW3,88.00,pcs,
"Product 556","Sewing & printing",P0556,R3,C4,RW3,85.00,Feet,
"Product 812","Sewing & printing",P0812,R10,C2,RW4,49.00,Coel,
"Product 1068","Ball & Bearing",P1068,R10,C4,RW4,65.00,Coel,
"Product 557",Stationery,P0557,R3,C4,RW3,42.00,pcs,
"Product 813","Sewing & printing",P0813,R2,C3,RW5,24.00,Feet,
"Product 1069","Sewing & printing",P1069,R8,C1,RW2,14.00,pcs,
"Product 558","Ball & Bearing",P0558,R2,C2,RW3,95.00,KG,
"Product 814","Loom F SN-4",P0814,R4,C4,RW3,74.00,pkt,
"Product 1070","Sewing & printing",P1070,R1,C4,RW5,14.00,KG,
"Product 559","Sewing & printing",P0559,R2,C5,RW2,18.00,pcs,
"Product 815","Sewing & printing",P0815,R3,C5,RW3,69.00,KG,
"Product 1071",Stationery,P1071,R8,C1,RW1,53.00,pcs,
"Product 560","Ball & Bearing",P0560,R2,C5,RW4,23.00,KG,
"Product 816","Loom F SN-4",P0816,R8,C5,RW2,17.00,pcs,
"Product 1072","Loom F SN-6 m",P1072,R8,C5,RW5,49.00,Coel,
"Product 561","Ball & Bearing",P0561,R1,C1,RW1,95.00,Coel,
"Product 817",Stationery,P0817,R4,C4,RW3,36.00,pkt,
"Product 1073","Ball & Bearing",P1073,R10,C1,RW4,18.00,pkt,
"Product 562","Loom F SN-6 m",P0562,R9,C2,RW1,94.00,Feet,
"Product 818",Stationery,P0818,R4,C1,RW1,50.00,pkt,
"Product 1074","Loom F SN-4",P1074,R8,C5,RW5,21.00,pcs,
"Product 563","Loom F SN-4",P0563,R9,C5,RW3,81.00,pcs,
"Product 819","Sewing & printing",P0819,R3,C3,RW3,76.00,pcs,
"Product 1075","Loom F SN-4",P1075,R5,C4,RW2,44.00,pcs,
"Product 564","Loom F SN-4",P0564,R8,C2,RW2,29.00,KG,
"Product 820","Loom F SN-4",P0820,R10,C4,RW1,39.00,pcs,
"Product 1076","Loom F SN-4",P1076,R3,C3,RW1,35.00,Feet,
"Product 565","Loom F SN-4",P0565,R2,C5,RW2,32.00,Feet,
"Product 821","Loom F SN-4",P0821,R1,C3,RW4,10.00,Coel,
"Product 1077",Stationery,P1077,R1,C4,RW3,13.00,Feet,
"Product 566",Stationery,P0566,R1,C2,RW5,17.00,KG,
"Product 822",Stationery,P0822,R8,C3,RW1,49.00,pcs,
"Product 1078","Ball & Bearing",P1078,R5,C4,RW5,27.00,Coel,
"Product 567","Ball & Bearing",P0567,R9,C2,RW3,12.00,Coel,
"Product 823",Stationery,P0823,R3,C3,RW2,41.00,KG,
"Product 1079","Sewing & printing",P1079,R10,C1,RW1,94.00,pkt,
"Product 568","Sewing & printing",P0568,R5,C4,RW4,89.00,pkt,
"Product 824","Loom F SN-4",P0824,R6,C5,RW1,25.00,KG,
"Product 1080","Loom F SN-6 m",P1080,R10,C4,RW3,24.00,Feet,
"Product 569","Ball & Bearing",P0569,R8,C2,RW4,28.00,pcs,
"Product 825","Loom F SN-4",P0825,R8,C4,RW1,86.00,Coel,
"Product 1081","Ball & Bearing",P1081,R7,C5,RW3,47.00,KG,
"Product 570","Loom F SN-6 m",P0570,R8,C1,RW1,31.00,Coel,
"Product 826",Stationery,P0826,R1,C5,RW3,76.00,Coel,
"Product 1082","Sewing & printing",P1082,R9,C1,RW1,63.00,Coel,
"Product 571","Loom F SN-4",P0571,R1,C5,RW1,79.00,Coel,
"Product 827","Ball & Bearing",P0827,R7,C5,RW3,67.00,Feet,
"Product 1083","Loom F SN-6 m",P1083,R3,C4,RW5,25.00,Feet,
"Product 572","Loom F SN-4",P0572,R3,C4,RW3,44.00,pkt,
"Product 828",Stationery,P0828,R4,C2,RW1,90.00,KG,
"Product 1084","Sewing & printing",P1084,R10,C2,RW2,31.00,KG,
"Product 573","Ball & Bearing",P0573,R2,C1,RW4,79.00,pcs,
"Product 829","Sewing & printing",P0829,R4,C3,RW5,67.00,Coel,
"Product 1085",Stationery,P1085,R3,C3,RW2,43.00,Coel,
"Product 574","Loom F SN-4",P0574,R2,C3,RW2,13.00,Coel,
"Product 830","Loom F SN-4",P0830,R10,C4,RW3,76.00,KG,
"Product 1086","Ball & Bearing",P1086,R8,C2,RW2,24.00,pcs,
"Product 575","Loom F SN-4",P0575,R4,C4,RW2,10.00,Coel,
"Product 831","Sewing & printing",P0831,R3,C2,RW1,80.00,pcs,
"Product 1087","Loom F SN-4",P1087,R6,C5,RW1,12.00,pcs,
"Product 576",Stationery,P0576,R2,C5,RW5,66.00,pcs,
"Product 832","Loom F SN-4",P0832,R4,C5,RW2,26.00,pcs,
"Product 1088","Ball & Bearing",P1088,R9,C5,RW2,44.00,pkt,
"Product 577","Loom F SN-6 m",P0577,R7,C1,RW2,99.00,pkt,
"Product 833","Loom F SN-6 m",P0833,R5,C3,RW2,37.00,pkt,
"Product 1089","Loom F SN-6 m",P1089,R5,C1,RW2,66.00,pcs,
"Product 578","Loom F SN-4",P0578,R2,C4,RW3,16.00,pcs,
"Product 834","Loom F SN-6 m",P0834,R8,C4,RW2,75.00,pcs,
"Product 1090","Ball & Bearing",P1090,R1,C3,RW3,81.00,Feet,
"Product 579","Loom F SN-6 m",P0579,R6,C4,RW3,75.00,Coel,
"Product 835","Sewing & printing",P0835,R3,C1,RW1,30.00,pcs,
"Product 1091","Loom F SN-6 m",P1091,R9,C1,RW4,31.00,KG,
"Product 580",Stationery,P0580,R7,C2,RW4,75.00,Feet,
"Product 836","Loom F SN-4",P0836,R9,C3,RW5,90.00,Coel,
"Product 1092",Stationery,P1092,R10,C4,RW2,33.00,Coel,
"Product 581","Sewing & printing",P0581,R9,C5,RW4,54.00,Coel,
"Product 837","Sewing & printing",P0837,R2,C4,RW4,91.00,pcs,
"Product 1093",Stationery,P1093,R3,C3,RW5,18.00,pkt,
"Product 582","Loom F SN-6 m",P0582,R3,C1,RW3,88.00,pcs,
"Product 838","Loom F SN-6 m",P0838,R8,C1,RW4,98.00,Feet,
"Product 1094","Loom F SN-6 m",P1094,R5,C5,RW3,15.00,KG,
"Product 583",Stationery,P0583,R4,C1,RW5,81.00,KG,
"Product 839","Loom F SN-6 m",P0839,R2,C5,RW4,28.00,pcs,
"Product 1095","Sewing & printing",P1095,R1,C2,RW1,43.00,pkt,
"Product 584","Sewing & printing",P0584,R9,C5,RW3,55.00,KG,
"Product 840",Stationery,P0840,R4,C1,RW2,72.00,pcs,
"Product 1096",Stationery,P1096,R1,C1,RW5,78.00,pkt,
"Product 585","Loom F SN-4",P0585,R10,C3,RW3,31.00,Coel,
"Product 841","Loom F SN-6 m",P0841,R6,C3,RW2,36.00,Feet,
"Product 1097","Loom F SN-6 m",P1097,R5,C2,RW1,78.00,Feet,
"Product 586",Stationery,P0586,R6,C5,RW3,73.00,pkt,
"Product 842","Sewing & printing",P0842,R10,C4,RW5,90.00,Coel,
"Product 1098","Loom F SN-6 m",P1098,R3,C5,RW4,95.00,pkt,
"Product 587","Ball & Bearing",P0587,R10,C1,RW2,19.00,pkt,
"Product 843","Loom F SN-4",P0843,R3,C5,RW2,66.00,KG,
"Product 1099","Sewing & printing",P1099,R7,C4,RW4,75.00,pcs,
"Product 588","Ball & Bearing",P0588,R3,C4,RW5,89.00,pkt,
"Product 844","Sewing & printing",P0844,R7,C3,RW4,76.00,Coel,
"Product 1100","Loom F SN-4",P1100,R6,C5,RW4,10.00,Feet,
"Product 589",Stationery,P0589,R9,C4,RW3,10.00,KG,
"Product 845","Sewing & printing",P0845,R8,C1,RW5,15.00,pkt,
"Product 1101","Loom F SN-4",P1101,R6,C3,RW3,66.00,Feet,
"Product 590","Sewing & printing",P0590,R2,C1,RW3,14.00,pcs,
"Product 846",Stationery,P0846,R2,C5,RW3,97.00,Coel,
"Product 1102",Stationery,P1102,R7,C3,RW3,62.00,Feet,
"Product 591","Loom F SN-6 m",P0591,R1,C2,RW4,86.00,KG,
"Product 847","Loom F SN-6 m",P0847,R6,C5,RW4,66.00,KG,
"Product 1103","Loom F SN-6 m",P1103,R5,C1,RW3,52.00,Coel,
"Product 592","Loom F SN-6 m",P0592,R1,C5,RW3,22.00,Feet,
"Product 848","Loom F SN-6 m",P0848,R5,C2,RW4,41.00,pcs,
"Product 1104","Loom F SN-4",P1104,R1,C4,RW4,35.00,Feet,
"Product 593","Loom F SN-4",P0593,R8,C1,RW2,99.00,pcs,
"Product 849","Loom F SN-4",P0849,R6,C5,RW2,65.00,pkt,
"Product 1105","Loom F SN-6 m",P1105,R9,C1,RW2,69.00,Coel,
"Product 594","Loom F SN-6 m",P0594,R2,C2,RW2,25.00,KG,
"Product 850","Sewing & printing",P0850,R3,C2,RW5,56.00,Coel,
"Product 1106","Loom F SN-6 m",P1106,R10,C2,RW3,25.00,KG,
"Product 595","Loom F SN-6 m",P0595,R7,C2,RW3,17.00,KG,
"Product 851","Loom F SN-6 m",P0851,R4,C2,RW5,87.00,Coel,
"Product 1107","Loom F SN-6 m",P1107,R7,C1,RW4,67.00,Feet,
"Product 596",Stationery,P0596,R7,C2,RW3,99.00,pcs,
"Product 852","Loom F SN-6 m",P0852,R5,C4,RW2,10.00,KG,
"Product 1108",Stationery,P1108,R6,C3,RW4,61.00,Coel,
"Product 597","Sewing & printing",P0597,R3,C3,RW4,11.00,KG,
"Product 853","Loom F SN-6 m",P0853,R4,C4,RW2,13.00,Coel,
"Product 1109","Loom F SN-4",P1109,R7,C5,RW5,50.00,pcs,
"Product 598",Stationery,P0598,R3,C5,RW5,91.00,pkt,
"Product 854","Ball & Bearing",P0854,R7,C2,RW2,18.00,pcs,
"Product 1110","Loom F SN-4",P1110,R10,C5,RW2,88.00,pkt,
"Product 599","Sewing & printing",P0599,R1,C1,RW4,88.00,pkt,
"Product 855","Ball & Bearing",P0855,R4,C2,RW1,46.00,Feet,
"Product 1111","Ball & Bearing",P1111,R5,C2,RW5,19.00,Feet,
"Product 600","Ball & Bearing",P0600,R10,C5,RW3,53.00,pcs,
"Product 856","Loom F SN-6 m",P0856,R7,C1,RW2,88.00,KG,
"Product 1112","Loom F SN-4",P1112,R3,C3,RW4,50.00,pkt,
"Product 601",Stationery,P0601,R4,C4,RW3,68.00,pkt,
"Product 857","Ball & Bearing",P0857,R6,C4,RW2,18.00,pcs,
"Product 1113","Sewing & printing",P1113,R3,C1,RW3,95.00,KG,
"Product 602",Stationery,P0602,R10,C3,RW1,47.00,Coel,
"Product 858","Ball & Bearing",P0858,R8,C3,RW1,97.00,Feet,
"Product 1114","Loom F SN-6 m",P1114,R1,C2,RW5,94.00,pcs,
"Product 603","Ball & Bearing",P0603,R1,C4,RW1,70.00,Feet,
"Product 859","Sewing & printing",P0859,R6,C5,RW4,59.00,KG,
"Product 1115","Loom F SN-4",P1115,R5,C5,RW2,18.00,pcs,
"Product 604","Loom F SN-6 m",P0604,R7,C1,RW2,100.00,Feet,
"Product 860","Loom F SN-6 m",P0860,R7,C4,RW4,89.00,pkt,
"Product 1116","Loom F SN-4",P1116,R5,C3,RW4,59.00,Coel,
"Product 605",Stationery,P0605,R9,C4,RW4,62.00,pkt,
"Product 861","Ball & Bearing",P0861,R7,C1,RW2,85.00,pcs,
"Product 1117","Loom F SN-4",P1117,R3,C1,RW4,60.00,Feet,
"Product 606","Ball & Bearing",P0606,R4,C1,RW1,52.00,Feet,
"Product 862","Ball & Bearing",P0862,R3,C4,RW5,24.00,Coel,
"Product 1118","Sewing & printing",P1118,R8,C3,RW3,33.00,KG,
"Product 607","Sewing & printing",P0607,R8,C4,RW1,30.00,Feet,
"Product 863","Ball & Bearing",P0863,R7,C5,RW3,49.00,pkt,
"Product 1119","Sewing & printing",P1119,R1,C1,RW1,44.00,Coel,
"Product 608","Sewing & printing",P0608,R8,C2,RW4,21.00,KG,
"Product 864","Loom F SN-6 m",P0864,R7,C3,RW2,84.00,pcs,
"Product 1120","Loom F SN-6 m",P1120,R10,C5,RW3,33.00,Coel,
"Product 609","Sewing & printing",P0609,R2,C2,RW5,96.00,Coel,
"Product 865","Sewing & printing",P0865,R1,C5,RW2,87.00,pkt,
"Product 1121","Sewing & printing",P1121,R5,C1,RW3,47.00,pkt,
"Product 610","Sewing & printing",P0610,R1,C2,RW3,84.00,pcs,
"Product 866","Loom F SN-6 m",P0866,R8,C5,RW1,24.00,pcs,
"Product 1122","Loom F SN-6 m",P1122,R3,C4,RW4,99.00,Feet,
"Product 611",Stationery,P0611,R4,C4,RW3,87.00,pcs,
"Product 867","Loom F SN-6 m",P0867,R4,C3,RW1,58.00,pkt,
"Product 1123",Stationery,P1123,R4,C4,RW2,99.00,Feet,
"Product 612","Loom F SN-4",P0612,R2,C4,RW4,32.00,pkt,
"Product 868","Sewing & printing",P0868,R10,C4,RW3,44.00,Feet,
"Product 1124","Sewing & printing",P1124,R2,C4,RW4,12.00,Feet,
"Product 613",Stationery,P0613,R5,C3,RW2,91.00,Coel,
"Product 869","Sewing & printing",P0869,R6,C3,RW2,32.00,pkt,
"Product 1125","Loom F SN-4",P1125,R5,C1,RW2,24.00,pkt,
"Product 614","Loom F SN-4",P0614,R9,C5,RW4,64.00,KG,
"Product 870","Loom F SN-4",P0870,R1,C2,RW1,48.00,Feet,
"Product 1126","Loom F SN-6 m",P1126,R4,C3,RW4,60.00,pkt,
"Product 615","Ball & Bearing",P0615,R5,C3,RW5,19.00,KG,
"Product 871",Stationery,P0871,R7,C5,RW1,87.00,pcs,
"Product 1127","Loom F SN-4",P1127,R1,C3,RW4,98.00,KG,
"Product 616",Stationery,P0616,R9,C5,RW5,62.00,Coel,
"Product 872",Stationery,P0872,R3,C4,RW1,54.00,KG,
"Product 1128","Sewing & printing",P1128,R2,C1,RW3,23.00,KG,
"Product 617","Loom F SN-4",P0617,R1,C3,RW3,59.00,Feet,
"Product 873","Loom F SN-4",P0873,R6,C3,RW3,64.00,pcs,
"Product 1129","Ball & Bearing",P1129,R2,C1,RW2,14.00,Coel,
"Product 618","Sewing & printing",P0618,R7,C3,RW1,55.00,Coel,
"Product 874","Sewing & printing",P0874,R4,C2,RW2,76.00,KG,
"Product 1130","Loom F SN-4",P1130,R3,C3,RW2,50.00,Coel,
"Product 619","Loom F SN-6 m",P0619,R4,C5,RW2,29.00,KG,
"Product 875","Loom F SN-4",P0875,R3,C1,RW3,99.00,Coel,
"Product 1131",Stationery,P1131,R10,C2,RW4,32.00,Feet,
"Product 620","Ball & Bearing",P0620,R3,C4,RW5,85.00,pkt,
"Product 876","Loom F SN-6 m",P0876,R8,C5,RW2,32.00,Feet,
"Product 1132",Stationery,P1132,R3,C4,RW5,14.00,Feet,
"Product 621","Sewing & printing",P0621,R10,C3,RW1,32.00,pkt,
"Product 877","Ball & Bearing",P0877,R8,C2,RW2,89.00,pkt,
"Product 1133","Loom F SN-6 m",P1133,R7,C4,RW2,44.00,pcs,
"Product 622","Sewing & printing",P0622,R3,C2,RW3,12.00,Feet,
"Product 878","Ball & Bearing",P0878,R8,C3,RW1,54.00,pkt,
"Product 1134",Stationery,P1134,R6,C4,RW1,18.00,Coel,
"Product 623","Sewing & printing",P0623,R4,C5,RW3,85.00,pkt,
"Product 879","Sewing & printing",P0879,R1,C1,RW2,98.00,pkt,
"Product 1135","Loom F SN-6 m",P1135,R1,C5,RW2,50.00,pkt,
"Product 624","Loom F SN-6 m",P0624,R3,C2,RW3,91.00,pcs,
"Product 880",Stationery,P0880,R5,C1,RW3,26.00,pkt,
"Product 1136","Loom F SN-4",P1136,R7,C1,RW3,53.00,Feet,
"Product 625","Ball & Bearing",P0625,R2,C5,RW2,19.00,Coel,
"Product 881","Loom F SN-6 m",P0881,R7,C3,RW4,24.00,pkt,
"Product 1137","Sewing & printing",P1137,R2,C2,RW4,23.00,pcs,
"Product 626","Loom F SN-6 m",P0626,R3,C5,RW1,30.00,Coel,
"Product 882","Ball & Bearing",P0882,R5,C1,RW5,81.00,pkt,
"Product 1138","Ball & Bearing",P1138,R6,C1,RW1,48.00,pkt,
"Product 627","Ball & Bearing",P0627,R1,C4,RW1,38.00,KG,
"Product 883","Loom F SN-4",P0883,R3,C5,RW4,20.00,pkt,
"Product 1139",Stationery,P1139,R1,C4,RW5,98.00,Coel,
"Product 628","Sewing & printing",P0628,R2,C2,RW4,93.00,pcs,
"Product 884","Loom F SN-6 m",P0884,R10,C3,RW1,12.00,pcs,
"Product 1140","Loom F SN-4",P1140,R3,C3,RW2,40.00,Feet,
"Product 629",Stationery,P0629,R5,C4,RW1,57.00,pkt,
"Product 885","Sewing & printing",P0885,R8,C2,RW3,91.00,KG,
"Product 1141","Sewing & printing",P1141,R9,C4,RW4,46.00,pcs,
"Product 630","Loom F SN-6 m",P0630,R4,C2,RW3,46.00,pkt,
"Product 886",Stationery,P0886,R10,C2,RW4,94.00,pcs,
"Product 1142","Loom F SN-6 m",P1142,R4,C5,RW2,12.00,Feet,
"Product 631","Ball & Bearing",P0631,R2,C4,RW2,56.00,Feet,
"Product 887","Ball & Bearing",P0887,R6,C4,RW2,95.00,pcs,
"Product 1143","Sewing & printing",P1143,R7,C5,RW2,63.00,pcs,
"Product 632","Sewing & printing",P0632,R6,C5,RW2,11.00,Feet,
"Product 888",Stationery,P0888,R4,C2,RW3,46.00,KG,
"Product 1144","Loom F SN-6 m",P1144,R9,C4,RW5,32.00,Coel,
"Product 633","Ball & Bearing",P0633,R7,C3,RW3,80.00,KG,
"Product 889","Ball & Bearing",P0889,R2,C1,RW4,94.00,KG,
"Product 1145","Loom F SN-6 m",P1145,R8,C3,RW5,91.00,pcs,
"Product 634","Ball & Bearing",P0634,R6,C4,RW5,23.00,pkt,
"Product 890","Loom F SN-6 m",P0890,R6,C4,RW1,59.00,Coel,
"Product 1146","Sewing & printing",P1146,R9,C2,RW4,26.00,Feet,
"Product 635","Loom F SN-6 m",P0635,R6,C2,RW2,99.00,pcs,
"Product 891","Loom F SN-4",P0891,R3,C4,RW4,39.00,pkt,
"Product 1147","Loom F SN-4",P1147,R3,C3,RW3,80.00,pkt,
"Product 636","Loom F SN-4",P0636,R9,C3,RW4,69.00,pkt,
"Product 892","Ball & Bearing",P0892,R2,C3,RW5,72.00,pcs,
"Product 1148","Loom F SN-6 m",P1148,R6,C5,RW1,69.00,pcs,
"Product 637","Sewing & printing",P0637,R7,C5,RW2,31.00,KG,
"Product 893","Loom F SN-6 m",P0893,R8,C5,RW4,80.00,pcs,
"Product 1149","Ball & Bearing",P1149,R10,C3,RW2,78.00,pcs,
"Product 638",Stationery,P0638,R10,C4,RW2,90.00,pcs,
"Product 894","Ball & Bearing",P0894,R8,C1,RW3,60.00,KG,
"Product 1150","Ball & Bearing",P1150,R10,C2,RW1,56.00,Feet,
"Product 639","Ball & Bearing",P0639,R2,C2,RW1,98.00,Coel,
"Product 895","Loom F SN-4",P0895,R1,C5,RW1,75.00,pkt,
"Product 1151","Sewing & printing",P1151,R8,C1,RW1,78.00,Feet,
"Product 640","Sewing & printing",P0640,R1,C3,RW4,12.00,KG,
"Product 896","Sewing & printing",P0896,R8,C4,RW4,91.00,pcs,
"Product 1152",Stationery,P1152,R3,C1,RW5,32.00,Feet,
"Product 641","Loom F SN-6 m",P0641,R9,C4,RW4,76.00,pkt,
"Product 897","Sewing & printing",P0897,R7,C5,RW5,43.00,pcs,
"Product 1153","Loom F SN-6 m",P1153,R1,C1,RW3,82.00,KG,
"Product 642","Loom F SN-6 m",P0642,R5,C5,RW1,67.00,Feet,
"Product 898","Ball & Bearing",P0898,R7,C2,RW5,24.00,pcs,
"Product 1154",Stationery,P1154,R1,C2,RW5,73.00,pcs,
"Product 643","Loom F SN-4",P0643,R3,C3,RW3,56.00,pkt,
"Product 899","Ball & Bearing",P0899,R2,C5,RW3,76.00,KG,
"Product 1155","Loom F SN-6 m",P1155,R2,C1,RW4,57.00,Coel,
"Product 644","Ball & Bearing",P0644,R9,C5,RW4,47.00,pcs,
"Product 900",Stationery,P0900,R2,C1,RW3,35.00,Feet,
"Product 1156","Loom F SN-6 m",P1156,R1,C5,RW4,65.00,pkt,
"Product 645","Ball & Bearing",P0645,R10,C4,RW4,91.00,KG,
"Product 901","Loom F SN-6 m",P0901,R5,C2,RW3,95.00,Coel,
"Product 1157","Sewing & printing",P1157,R5,C4,RW1,98.00,pkt,
"Product 646","Sewing & printing",P0646,R9,C5,RW2,50.00,pcs,
"Product 902",Stationery,P0902,R5,C3,RW1,89.00,pcs,
"Product 1158",Stationery,P1158,R5,C1,RW4,44.00,pcs,
"Product 647",Stationery,P0647,R2,C5,RW4,31.00,Feet,
"Product 903",Stationery,P0903,R5,C1,RW5,96.00,Coel,
"Product 1159","Loom F SN-6 m",P1159,R8,C5,RW1,77.00,KG,
"Product 648","Loom F SN-4",P0648,R10,C3,RW2,18.00,Coel,
"Product 904","Loom F SN-6 m",P0904,R6,C5,RW1,20.00,Feet,
"Product 1160",Stationery,P1160,R1,C3,RW5,12.00,KG,
"Product 649","Loom F SN-6 m",P0649,R9,C2,RW4,38.00,pcs,
"Product 905","Loom F SN-4",P0905,R6,C3,RW2,23.00,Coel,
"Product 1161","Loom F SN-6 m",P1161,R3,C5,RW3,26.00,Coel,
"Product 650","Ball & Bearing",P0650,R7,C4,RW2,97.00,Coel,
"Product 906","Loom F SN-6 m",P0906,R3,C1,RW1,14.00,pcs,
